id,activity_id,code_id,amount,type,percentage,cached_amount,sum_of_children,created_at,updated_at,cached_amount_in_usd
237,972,1691,,CodingBudgetCostCategorization,100,49255,0,,2011-01-31 22:58:33.010983,49255
261,973,1470,,CodingBudget,100,1157,0,,2011-01-31 22:58:33.079435,1157
263,973,1692,,CodingBudgetCostCategorization,100,1157,0,,2011-01-31 22:58:33.124105,1157
279,972,1470,,CodingBudget,100,49255,0,,2011-01-31 22:58:33.422094,49255
282,974,1470,,CodingBudget,100,23780,0,,2011-01-31 22:58:33.473284,23780
283,974,1694,,CodingBudgetCostCategorization,100,23780,0,,2011-01-31 22:58:33.513225,23780
285,974,1694,,CodingSpendCostCategorization,100,198386,0,,2011-01-31 22:58:33.528472,198386
293,975,1708,,CodingBudgetCostCategorization,100,11460,0,,2011-01-31 22:58:33.91572,11460
302,981,1683,,CodingSpend,14,71254.82,0,,2011-01-31 22:58:33.95407,71254.82
303,981,1673,,CodingSpend,30,152688.9,0,,2011-01-31 22:58:33.990022,152688.9
304,981,1684,,CodingSpend,1,5089.63,0,,2011-01-31 22:58:34.003177,5089.63
305,981,1688,,CodingSpend,24,122151.12,0,,2011-01-31 22:58:34.025008,122151.12
306,981,1689,,CodingSpend,43,218854.09,0,,2011-01-31 22:58:34.036796,218854.09
307,981,1690,,CodingSpend,3,15268.89,0,,2011-01-31 22:58:34.06847,15268.89
308,981,1682,,CodingSpend,70,356274.1,432618.55,,2011-01-31 22:58:34.081672,356274.1
83969,7372,1168,383278453.0,CodingBudget,,383278453.0,0.0,2011-05-19 07:20:39.374308,2011-07-01 10:11:57.542875,660824.907070669
83968,7372,1175,1957046969.0,CodingBudget,,1957046969.0,0.0,2011-05-19 07:20:39.370157,2011-07-01 10:11:57.583974,3374218.85133303
83966,7372,1182,1196306162.0,CodingBudget,,1196306162.0,0.0,2011-05-19 07:20:39.360016,2011-07-01 10:11:57.594828,2062596.79390774
83967,7372,1188,302530555.0,CodingBudget,,302530555.0,0.0,2011-05-19 07:20:39.365176,2011-07-01 10:11:57.605214,521604.395783535
83970,7372,1195,36574631.0,CodingBudget,,36574631.0,0.0,2011-05-19 07:20:39.378228,2011-07-01 10:11:57.657326,63059.7074856149
627,909,1488,,CodingSpend,100,427339,0,,2011-01-31 22:58:34.567658,427339
636,907,1488,,CodingBudget,100,1356827,0,,2011-01-31 22:58:34.587482,1356827
828,1431,1167,,CodingBudget,100,73522,0,,2011-01-31 22:58:34.692484,73522
861,1434,1315,,CodingBudget,90,14589.9,0,,2011-01-31 22:58:34.705077,14589.9
862,1434,1336,,CodingBudget,5,810.55,0,,2011-01-31 22:58:34.719437,810.55
863,1434,1363,,CodingBudget,5,810.55,0,,2011-01-31 22:58:34.74758,810.55
97466,9912,1596,,CodingSpendDistrict,33.0,0.0,0.0,2011-07-13 18:30:12.709056,2011-01-31 23:01:52.441867,0.0
923,908,1673,356937,CodingSpend,,356937,0,,2011-01-31 22:58:34.786669,356937
924,908,1682,284475,CodingSpend,,284475,0,,2011-01-31 22:58:34.837614,284475
954,1441,1315,,CodingBudget,49,65359.63,0,,2011-01-31 22:58:34.865582,65359.63
955,1441,1292,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:34.878269,4001.61
956,1441,1483,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:34.901594,4001.61
957,1441,1378,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:34.914304,4001.61
958,1441,1459,,CodingBudget,23,30679.01,0,,2011-01-31 22:58:34.941059,30679.01
959,1441,1361,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:34.986073,4001.61
960,1441,1362,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:34.999654,4001.61
97467,9912,1585,,CodingSpendDistrict,33.0,0.0,0.0,2011-07-13 18:30:12.710967,2011-01-31 23:01:52.489766,0.0
97468,9912,1577,,CodingSpendDistrict,34.0,0.0,0.0,2011-07-13 18:30:12.713021,2011-01-31 23:01:52.501283,0.0
961,1441,1336,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:35.011833,4001.61
962,1441,1364,,CodingBudget,2,2667.74,0,,2011-01-31 22:58:35.024168,2667.74
963,1441,1167,,CodingBudget,5,6669.35,0,,2011-01-31 22:58:35.038242,6669.35
964,1441,1356,,CodingBudget,3,4001.61,0,,2011-01-31 22:58:35.054468,4001.61
967,1443,1315,,CodingBudget,50,30000,0,,2011-01-31 22:58:35.084251,30000
968,1443,1292,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.098405,1800
969,1443,1483,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.120747,1800
970,1443,1378,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.135325,1800
971,1443,1459,,CodingBudget,23,13800,0,,2011-01-31 22:58:35.147605,13800
972,1443,1361,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.160738,1800
973,1443,1362,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.173731,1800
974,1443,1336,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.186823,1800
975,1443,1167,,CodingBudget,6,3600,0,,2011-01-31 22:58:35.199916,3600
976,1443,1356,,CodingBudget,3,1800,0,,2011-01-31 22:58:35.213956,1800
1054,1452,1167,,CodingBudget,100,35000,0,,2011-01-31 22:58:35.720504,35000
83973,7372,1714,,CodingBudgetCostCategorization,100.0,3875736770.0,0.0,2011-05-19 07:22:39.339805,2011-07-01 10:11:57.668033,6682304.65558058
990,1446,1243,,CodingBudget,3,2768.4,0,,2011-07-14 09:45:56.157282,2768.4
991,1446,1167,,CodingBudget,29,26761.2,0,,2011-07-14 09:45:57.365756,26761.2
989,1446,1459,,CodingBudget,68,62750.4,0,,2011-07-14 09:45:58.266118,62750.4
1864,1475,1673,,CodingBudget,100,1728740,0,,2011-01-31 22:58:36.478941,1728740
1938,1477,1483,,CodingBudget,70,66950.8,0,,2011-01-31 22:58:36.768974,66950.8
1939,1477,1167,,CodingBudget,30,28693.2,0,,2011-01-31 22:58:36.782435,28693.2
2422,1340,1683,,CodingBudget,14.8,30892.928,0,,2011-01-31 22:58:37.51561,30892.928
2423,1340,1673,,CodingBudget,8.32,17366.8352,0,,2011-01-31 22:58:37.529781,17366.8352
2425,1340,1688,,CodingBudget,50.6,105620.416,0,,2011-01-31 22:58:37.56051,105620.416
2426,1340,1689,,CodingBudget,24.2,50514.112,0,,2011-01-31 22:58:37.572224,50514.112
2427,1340,1690,,CodingBudget,0.4,834.944,0,,2011-01-31 22:58:37.584384,834.944
2459,1109,1209,,CodingBudget,52,68905.0544,0,,2011-01-31 22:58:37.614529,68905.0544
2460,1109,1483,,CodingBudget,24,31802.3328,0,,2011-01-31 22:58:37.626697,31802.3328
2461,1109,1167,,CodingBudget,24,31802.3328,0,,2011-01-31 22:58:37.660061,31802.3328
2469,1751,1356,,CodingBudget,100,40000,0,,2011-01-31 22:58:37.672609,40000
2470,1751,1586,,CodingBudgetDistrict,20,8000,0,,2011-01-31 22:58:37.70621,8000
2471,1751,1597,,CodingBudgetDistrict,10,4000,0,,2011-01-31 22:58:37.718781,4000
2472,1751,1589,,CodingBudgetDistrict,15,6000,0,,2011-01-31 22:58:37.731822,6000
2473,1751,1580,,CodingBudgetDistrict,19,7600,0,,2011-01-31 22:58:37.744119,7600
2474,1751,1593,,CodingBudgetDistrict,17,6800,0,,2011-01-31 22:58:37.774633,6800
2475,1751,1594,,CodingBudgetDistrict,19,7600,0,,2011-01-31 22:58:37.787283,7600
2476,1751,1691,,CodingBudgetCostCategorization,100,40000,0,,2011-01-31 22:58:37.799036,40000
2494,1748,1593,,CodingBudgetDistrict,44,2311.76,0,,2011-01-31 22:58:38.003608,2311.76
2495,1748,1594,,CodingBudgetDistrict,56,2942.24,0,,2011-01-31 22:58:38.017654,2942.24
2496,1748,1709,,CodingBudgetCostCategorization,100,5254,0,,2011-01-31 22:58:38.029152,5254
2500,1748,1477,,CodingSpend,65,0,0,,2011-02-03 18:07:17,0
2513,1296,1581,,CodingBudgetDistrict,34,6897.24,0,,2011-07-13 02:03:19.294472,9594.750564
2516,1296,1707,,CodingBudgetCostCategorization,100,20286,20286,,2011-07-13 02:03:19.313105,28219.8546
2732,1770,1597,,CodingSpendDistrict,39,3907.02,0,,2011-01-31 22:58:39.860104,3907.02
2733,1770,1580,,CodingSpendDistrict,61,6110.98,0,,2011-01-31 22:58:39.875243,6110.98
2740,1522,1243,,CodingBudget,100,3492,0,,2011-01-31 22:58:39.950909,3492
2741,1522,1597,,CodingBudgetDistrict,71,2479.32,0,,2011-01-31 22:58:39.963631,2479.32
2742,1522,1580,,CodingBudgetDistrict,29,1012.68,0,,2011-01-31 22:58:40.016349,1012.68
2743,1522,1694,,CodingBudgetCostCategorization,100,3492,0,,2011-01-31 22:58:40.064221,3492
2751,1519,1597,,CodingBudgetDistrict,55,4583.7,0,,2011-01-31 22:58:40.158503,4583.7
2752,1519,1580,,CodingBudgetDistrict,45,3750.3,0,,2011-01-31 22:58:40.191759,3750.3
2759,1519,1181,,CodingSpend,65,2848.3,0,,2011-01-31 22:58:40.525325,2848.3
2760,1519,1177,,CodingSpend,35,1533.7,0,,2011-01-31 22:58:40.538572,1533.7
2764,1527,1480,,CodingBudget,35,1011.5,0,,2011-01-31 22:58:40.554891,1011.5
2765,1527,1482,,CodingBudget,50,1445,0,,2011-01-31 22:58:40.569823,1445
2766,1527,1484,,CodingBudget,15,433.5,0,,2011-01-31 22:58:40.585589,433.5
2771,1527,1692,,CodingBudgetCostCategorization,100,2890,0,,2011-01-31 22:58:40.621355,2890
2789,1524,1712,,CodingSpendCostCategorization,100,34977,0,,2011-01-31 22:58:40.758011,34977
2793,1520,1708,,CodingBudgetCostCategorization,100,4000,0,,2011-01-31 22:58:40.771492,4000
2794,1520,1206,,CodingSpend,65,2715.05,0,,2011-01-31 22:58:40.784015,2715.05
2795,1520,1196,,CodingSpend,35,1461.95,0,,2011-01-31 22:58:40.796115,1461.95
2801,1519,1708,,CodingBudgetCostCategorization,100,8334,0,,2011-01-31 22:58:40.850761,8334
2809,1528,1356,,CodingBudget,0,0,0,,2011-02-03 17:59:06,0
2813,1528,1691,,CodingSpendCostCategorization,100,26663,0,,2011-01-31 22:58:40.980084,26663
2817,1729,1597,,CodingBudgetDistrict,50,56379.5,0,,2011-01-31 22:58:41.007548,56379.5
2818,1729,1580,,CodingBudgetDistrict,50,56379.5,0,,2011-01-31 22:58:41.019815,56379.5
2837,1687,1597,,CodingBudgetDistrict,38,7337.04,0,,2011-01-31 22:58:41.065152,7337.04
2838,1687,1580,,CodingBudgetDistrict,62,11970.96,0,,2011-01-31 22:58:41.112434,11970.96
2839,1687,1708,,CodingBudgetCostCategorization,100,19308,0,,2011-01-31 22:58:41.135623,19308
2851,1774,1356,,CodingBudget,100,15707,0,,2011-01-31 22:58:41.217186,15707
2852,1774,1597,,CodingBudgetDistrict,38,5968.66,0,,2011-01-31 22:58:41.228252,5968.66
2853,1774,1580,,CodingBudgetDistrict,62,9738.34,0,,2011-01-31 22:58:41.239252,9738.34
2867,1730,1206,,CodingBudget,65,2548.65,0,,2011-01-31 22:58:41.392961,2548.65
2868,1730,1196,,CodingBudget,35,1372.35,0,,2011-01-31 22:58:41.405571,1372.35
2869,1730,1597,,CodingBudgetDistrict,55,2156.55,0,,2011-01-31 22:58:41.446295,2156.55
2870,1730,1580,,CodingBudgetDistrict,45,1764.45,0,,2011-01-31 22:58:41.459181,1764.45
2871,1730,1708,,CodingBudgetCostCategorization,100,3921,0,,2011-01-31 22:58:41.491632,3921
2880,1731,1708,,CodingBudgetCostCategorization,100,8817,0,,2011-01-31 22:58:41.595394,8817
2896,1731,1597,,CodingSpendDistrict,35,298.2,0,,2011-01-31 22:58:41.61819,298.2
2897,1731,1580,,CodingSpendDistrict,65,553.8,0,,2011-01-31 22:58:41.629385,553.8
2898,1700,1482,,CodingBudget,60,2904.6,0,,2011-01-31 22:58:41.64086,2904.6
2899,1700,1484,,CodingBudget,10,484.1,0,,2011-01-31 22:58:41.652005,484.1
2900,1700,1416,,CodingBudget,30,1452.3,0,,2011-01-31 22:58:41.684353,1452.3
2904,1700,1597,,CodingBudgetDistrict,52,2517.32,0,,2011-01-31 22:58:41.755802,2517.32
2905,1700,1580,,CodingBudgetDistrict,48,2323.68,0,,2011-01-31 22:58:41.766762,2323.68
2908,1700,1708,,CodingBudgetCostCategorization,100,4841,0,,2011-01-31 22:58:41.803847,4841
2910,1770,1480,,CodingBudget,10,6079.8,0,,2011-01-31 22:58:42.162606,6079.8
2911,1770,1482,,CodingBudget,60,36478.8,0,,2011-01-31 22:58:42.183117,36478.8
2912,1770,1484,,CodingBudget,10,6079.8,0,,2011-01-31 22:58:42.195365,6079.8
2925,1773,1206,,CodingBudget,30,23867.7,0,,2011-01-31 22:58:42.333271,23867.7
2926,1773,1181,,CodingBudget,30,23867.7,0,,2011-01-31 22:58:42.347079,23867.7
2927,1773,1177,,CodingBudget,20,15911.8,0,,2011-01-31 22:58:42.370438,15911.8
2928,1773,1196,,CodingBudget,20,15911.8,0,,2011-01-31 22:58:42.383991,15911.8
2929,1773,1586,,CodingBudgetDistrict,30,23867.7,0,,2011-01-31 22:58:42.396778,23867.7
2930,1773,1597,,CodingBudgetDistrict,10,7955.9,0,,2011-01-31 22:58:42.413291,7955.9
2931,1773,1589,,CodingBudgetDistrict,10,7955.9,0,,2011-01-31 22:58:42.430642,7955.9
2932,1773,1580,,CodingBudgetDistrict,30,23867.7,0,,2011-01-31 22:58:42.464167,23867.7
2933,1773,1593,,CodingBudgetDistrict,10,7955.9,0,,2011-01-31 22:58:42.476324,7955.9
2934,1773,1594,,CodingBudgetDistrict,10,7955.9,0,,2011-01-31 22:58:42.50638,7955.9
2950,1773,1698,,CodingBudgetCostCategorization,100,79559,0,,2011-01-31 22:58:42.51859,79559
2970,1709,1181,,CodingBudget,65,2480.4,0,,2011-01-31 22:58:42.530496,2480.4
2971,1709,1177,,CodingBudget,35,1335.6,0,,2011-01-31 22:58:42.542342,1335.6
2972,1709,1708,,CodingBudgetCostCategorization,100,3816,0,,2011-01-31 22:58:42.553494,3816
2976,1696,1482,,CodingBudget,60,3127.8,0,,2011-01-31 22:58:42.599252,3127.8
2977,1696,1484,,CodingBudget,10,521.3,0,,2011-01-31 22:58:42.610663,521.3
2978,1696,1416,,CodingBudget,30,1563.9,0,,2011-01-31 22:58:42.622142,1563.9
2981,1696,1708,,CodingBudgetCostCategorization,100,5213,0,,2011-01-31 22:58:42.647757,5213
2982,1696,1593,,CodingBudgetDistrict,53,2762.89,0,,2011-01-31 22:58:42.66058,2762.89
2983,1696,1594,,CodingBudgetDistrict,47,2450.11,0,,2011-01-31 22:58:42.693139,2450.11
3003,1704,1480,,CodingBudget,20,4215,0,,2011-01-31 22:58:42.845886,4215
3004,1704,1482,,CodingBudget,30,6322.5,0,,2011-01-31 22:58:42.858494,6322.5
3005,1704,1356,,CodingBudget,30,6322.5,0,,2011-01-31 22:58:42.871044,6322.5
3006,1704,1276,,CodingBudget,20,4215,0,,2011-01-31 22:58:42.891203,4215
3011,1687,1480,,CodingSpend,20,4098.2,0,,2011-01-31 22:58:42.902803,4098.2
3012,1687,1482,,CodingSpend,30,6147.3,0,,2011-01-31 22:58:42.914758,6147.3
3013,1687,1356,,CodingSpend,30,6147.3,0,,2011-01-31 22:58:42.92611,6147.3
3014,1687,1276,,CodingSpend,20,4098.2,0,,2011-01-31 22:58:42.964256,4098.2
3015,1704,1593,,CodingBudgetDistrict,47,9905.25,0,,2011-01-31 22:58:42.976057,9905.25
3016,1704,1594,,CodingBudgetDistrict,53,11169.75,0,,2011-01-31 22:58:42.987319,11169.75
3017,1704,1708,,CodingBudgetCostCategorization,100,21075,0,,2011-01-31 22:58:43.025664,21075
3034,1706,1480,,CodingBudget,30,252.3,0,,2011-01-31 22:58:43.299753,252.3
3035,1706,1482,,CodingBudget,60,504.6,0,,2011-01-31 22:58:43.322867,504.6
3036,1706,1484,,CodingBudget,10,84.1,0,,2011-01-31 22:58:43.336427,84.1
3037,1706,1593,,CodingBudgetDistrict,53,445.73,0,,2011-01-31 22:58:43.734308,445.73
3038,1706,1594,,CodingBudgetDistrict,47,395.27,0,,2011-01-31 22:58:43.797651,395.27
3039,1706,1708,,CodingBudgetCostCategorization,100,841,0,,2011-01-31 22:58:43.8417,841
3050,1708,1480,,CodingBudget,30,201.9,0,,2011-01-31 22:58:43.925927,201.9
3051,1708,1482,,CodingBudget,60,403.8,0,,2011-01-31 22:58:43.965315,403.8
3052,1708,1484,,CodingBudget,10,67.3,0,,2011-01-31 22:58:43.995317,67.3
3053,1708,1593,,CodingBudgetDistrict,47,316.31,0,,2011-01-31 22:58:44.007768,316.31
3054,1708,1594,,CodingBudgetDistrict,53,356.69,0,,2011-01-31 22:58:44.019896,356.69
3055,1708,1708,,CodingBudgetCostCategorization,100,673,0,,2011-01-31 22:58:44.032025,673
3065,1702,1593,,CodingBudgetDistrict,47,1271.35,0,,2011-01-31 22:58:44.114227,1271.35
3066,1702,1594,,CodingBudgetDistrict,53,1433.65,0,,2011-01-31 22:58:44.126256,1433.65
3067,1702,1708,,CodingBudgetCostCategorization,100,2705,0,,2011-01-31 22:58:44.149201,2705
3073,1710,1593,,CodingBudgetDistrict,47,1679.31,0,,2011-01-31 22:58:44.172617,1679.31
3074,1710,1594,,CodingBudgetDistrict,53,1893.69,0,,2011-01-31 22:58:44.192141,1893.69
3075,1710,1708,,CodingBudgetCostCategorization,100,3573,0,,2011-01-31 22:58:44.203435,3573
3087,1711,1708,,CodingBudgetCostCategorization,100,57599,0,,2011-01-31 22:58:44.25134,57599
3108,1411,1202,,CodingBudget,10,430841.2,0,,2011-01-31 22:58:44.524937,430841.2
3109,1411,1203,,CodingBudget,40,1723364.8,0,,2011-01-31 22:58:44.535576,1723364.8
3110,1411,1315,1512245,CodingBudget,,1512245,33706,,2011-01-31 22:58:44.546057,1512245
3111,1411,1182,832639,CodingBudget,,832639,832639,,2011-01-31 22:58:44.555406,832639
3112,1411,1317,33706,CodingBudget,,33706,0,,2011-01-31 22:58:44.565729,33706
3113,1411,1185,832639,CodingBudget,,832639,0,,2011-01-31 22:58:44.665124,832639
3114,1411,1268,1512245,CodingBudget,,1512245,1512245,,2011-01-31 22:58:44.674028,1512245
3115,1411,1269,1512245,CodingBudget,,1512245,1512245,,2011-01-31 22:58:44.682861,1512245
3116,1411,1166,1175941,CodingBudget,,1175941,1175941,,2011-01-31 22:58:44.700027,1175941
3117,1411,1167,1175941,CodingBudget,,1175941,1175941,,2011-01-31 22:58:44.708633,1175941
3118,1411,1195,343302,CodingBudget,,343302,343302,,2011-01-31 22:58:44.717471,343302
3119,1411,1197,343302,CodingBudget,,343302,4308412,,2011-01-31 22:58:44.72607,343302
3120,1411,1278,1512245,CodingBudget,,1512245,1512245,,2011-01-31 22:58:44.734512,1512245
3121,1411,1198,,CodingBudget,50,2154206,0,,2011-01-31 22:58:44.743142,2154206
3135,1509,1480,,CodingBudget,20,2476,0,,2011-01-31 22:58:44.754737,2476
3136,1509,1482,,CodingBudget,30,3714,0,,2011-01-31 22:58:44.765785,3714
3137,1509,1356,,CodingBudget,30,3714,0,,2011-01-31 22:58:44.777268,3714
3138,1509,1276,,CodingBudget,20,2476,0,,2011-01-31 22:58:44.789947,2476
3139,1509,1586,,CodingBudgetDistrict,57,7056.6,0,,2011-01-31 22:58:44.813651,7056.6
3140,1509,1589,,CodingBudgetDistrict,43,5323.4,0,,2011-01-31 22:58:44.826585,5323.4
3141,1509,1708,,CodingBudgetCostCategorization,100,12380,0,,2011-01-31 22:58:44.837886,12380
3149,1437,1363,,CodingBudget,100,3750,0,,2011-01-31 22:58:45.245558,3750
3150,1437,1586,,CodingBudgetDistrict,52,1950,0,,2011-01-31 22:58:45.25748,1950
3151,1437,1589,,CodingBudgetDistrict,48,1800,0,,2011-01-31 22:58:45.368621,1800
3154,1437,1712,,CodingBudgetCostCategorization,100,3750,0,,2011-01-31 22:58:45.382,3750
3165,1710,1206,,CodingBudget,65,2322.45,0,,2011-01-31 22:58:45.462344,2322.45
3166,1710,1196,,CodingBudget,35,1250.55,0,,2011-01-31 22:58:45.474414,1250.55
3167,1459,1586,,CodingBudgetDistrict,50,1800,0,,2011-01-31 22:58:45.486048,1800
3168,1459,1589,,CodingBudgetDistrict,50,1800,0,,2011-01-31 22:58:45.499705,1800
3183,1520,1597,,CodingSpendDistrict,34,1420.18,0,,2011-01-31 22:58:45.644836,1420.18
3184,1520,1580,,CodingSpendDistrict,66,2756.82,0,,2011-01-31 22:58:45.65819,2756.82
3189,1772,1206,,CodingBudget,65,145289.95,0,,2011-01-31 22:58:45.694396,145289.95
3190,1772,1196,,CodingBudget,35,78233.05,0,,2011-01-31 22:58:45.714842,78233.05
3195,1772,1701,,CodingBudgetCostCategorization,70,156466.1,0,,2011-01-31 22:58:45.741391,156466.1
3196,1772,1702,,CodingBudgetCostCategorization,30,67056.9,0,,2011-01-31 22:58:45.75953,67056.9
3203,1769,1482,,CodingBudget,60,2623.8,0,,2011-01-31 22:58:45.846093,2623.8
3205,1769,1366,,CodingBudget,30,1311.9,0,,2011-01-31 22:58:45.869631,1311.9
3207,1769,1586,,CodingBudgetDistrict,50,2186.5,0,,2011-01-31 22:58:45.886967,2186.5
3208,1769,1589,,CodingBudgetDistrict,50,2186.5,0,,2011-01-31 22:58:45.903563,2186.5
3209,1769,1708,,CodingBudgetCostCategorization,100,4373,0,,2011-01-31 22:58:45.928101,4373
3212,1769,1483,,CodingSpend,10,1454.5,0,,2011-01-31 22:58:45.965315,1454.5
3224,1812,1586,,CodingBudgetDistrict,50,668,0,,2011-01-31 22:58:46.323708,668
3225,1812,1589,,CodingBudgetDistrict,50,668,0,,2011-01-31 22:58:46.335394,668
3226,1812,1708,,CodingBudgetCostCategorization,100,1336,0,,2011-01-31 22:58:46.3566,1336
3234,1816,1586,,CodingBudgetDistrict,50,15202,0,,2011-01-31 22:58:46.404518,15202
3235,1816,1589,,CodingBudgetDistrict,50,15202,0,,2011-01-31 22:58:46.415508,15202
3237,1816,1716,,CodingBudgetCostCategorization,100,30404,0,,2011-01-31 22:58:46.432443,30404
3243,1813,1356,,CodingBudget,65,6500,0,,2011-01-31 22:58:46.454724,6500
3259,1510,1275,,CodingSpend,100,0,0,,2011-02-03 18:06:49,0
3263,1768,1206,,CodingBudget,65,15892.5,0,,2011-01-31 22:58:46.509442,15892.5
3264,1768,1196,,CodingBudget,35,8557.5,0,,2011-01-31 22:58:46.521122,8557.5
3271,1768,1708,,CodingSpendCostCategorization,100,41200,0,,2011-01-31 22:58:46.532389,41200
3272,1814,1206,,CodingBudget,65,9750,0,,2011-01-31 22:58:46.543653,9750
3273,1814,1196,,CodingBudget,35,5250,0,,2011-01-31 22:58:46.554687,5250
3284,1511,1206,,CodingBudget,65,7800,0,,2011-01-31 22:58:46.863546,7800
3285,1511,1196,,CodingBudget,35,4200,0,,2011-01-31 22:58:46.875371,4200
3303,1335,1579,,CodingBudgetDistrict,100,347058,0,,2011-01-31 22:58:46.967467,347058
3363,1798,1708,,CodingBudgetCostCategorization,100,20269,0,,2011-01-31 22:58:46.979446,20269
3367,1798,1484,,CodingSpend,100,21097,0,,2011-01-31 22:58:46.991088,21097
3369,1794,1484,,CodingBudget,100,23414,0,,2011-01-31 22:58:47.015493,23414
3370,1794,1586,,CodingBudgetDistrict,16,3746.24,0,,2011-01-31 22:58:47.027018,3746.24
3371,1794,1597,,CodingBudgetDistrict,28,6555.92,0,,2011-01-31 22:58:47.096975,6555.92
3372,1794,1589,,CodingBudgetDistrict,16,3746.24,0,,2011-01-31 22:58:47.108675,3746.24
3373,1794,1580,,CodingBudgetDistrict,28,6555.92,0,,2011-01-31 22:58:47.120657,6555.92
3374,1794,1593,,CodingBudgetDistrict,2,468.28,0,,2011-01-31 22:58:47.136249,468.28
3375,1794,1594,,CodingBudgetDistrict,10,2341.4,0,,2011-01-31 22:58:47.149686,2341.4
3376,1794,1708,,CodingBudgetCostCategorization,100,23414,0,,2011-01-31 22:58:47.161158,23414
3390,1822,1589,,CodingBudgetDistrict,24,4391.04,0,,2011-01-31 22:58:47.586373,4391.04
3392,1822,1692,,CodingBudgetCostCategorization,100,18296,0,,2011-01-31 22:58:47.625409,18296
3394,1822,1480,,CodingSpend,35,2100,0,,2011-01-31 22:58:47.63813,2100
3395,1822,1482,,CodingSpend,50,3000,0,,2011-01-31 22:58:47.649932,3000
3396,1822,1484,,CodingSpend,15,900,0,,2011-01-31 22:58:47.662096,900
3402,1824,1484,,CodingBudget,100,18965,0,,2011-01-31 22:58:47.735829,18965
3403,1824,1586,,CodingBudgetDistrict,35,6637.75,0,,2011-01-31 22:58:47.748968,6637.75
3404,1824,1597,,CodingBudgetDistrict,19,3603.35,0,,2011-01-31 22:58:47.761959,3603.35
3405,1824,1589,,CodingBudgetDistrict,35,6637.75,0,,2011-01-31 22:58:47.773742,6637.75
3406,1824,1580,,CodingBudgetDistrict,3,568.95,0,,2011-01-31 22:58:47.786121,568.95
3409,1824,1708,,CodingBudgetCostCategorization,100,18965,0,,2011-01-31 22:58:47.820699,18965
3414,1827,1484,,CodingBudget,100,4840,0,,2011-01-31 22:58:47.856258,4840
3421,1827,1586,,CodingSpendDistrict,22,1546.38,0,,2011-01-31 22:58:47.867834,1546.38
3422,1827,1589,,CodingSpendDistrict,21,1476.09,0,,2011-01-31 22:58:47.879569,1476.09
3423,1827,1580,,CodingSpendDistrict,1,70.29,0,,2011-01-31 22:58:47.920577,70.29
3424,1827,1593,,CodingSpendDistrict,29,2038.41,0,,2011-01-31 22:58:47.932266,2038.41
3425,1827,1594,,CodingSpendDistrict,27,1897.83,0,,2011-01-31 22:58:47.94453,1897.83
3427,1827,1708,,CodingSpendCostCategorization,100,7029,0,,2011-01-31 22:58:47.95646,7029
3671,1836,1484,,CodingBudget,100,14649,0,,2011-01-31 22:58:48.00266,14649
3678,1836,1586,,CodingBudgetDistrict,14,2050.86,0,,2011-01-31 22:58:48.024623,2050.86
3679,1836,1597,,CodingBudgetDistrict,36,5273.64,0,,2011-01-31 22:58:48.037317,5273.64
3680,1836,1589,,CodingBudgetDistrict,15,2197.35,0,,2011-01-31 22:58:48.048553,2197.35
3681,1836,1580,,CodingBudgetDistrict,25,3662.25,0,,2011-01-31 22:58:48.060364,3662.25
3682,1836,1593,,CodingBudgetDistrict,3,439.47,0,,2011-01-31 22:58:48.39104,439.47
3683,1836,1594,,CodingBudgetDistrict,7,1025.43,0,,2011-01-31 22:58:48.403897,1025.43
3684,1836,1708,,CodingBudgetCostCategorization,100,14649,0,,2011-01-31 22:58:48.415952,14649
3693,1839,1484,,CodingBudget,100,8790,0,,2011-01-31 22:58:48.598708,8790
3694,1839,1586,,CodingBudgetDistrict,6,527.4,0,,2011-01-31 22:58:48.646034,527.4
3695,1839,1597,,CodingBudgetDistrict,14,1230.6,0,,2011-01-31 22:58:48.664277,1230.6
3696,1839,1589,,CodingBudgetDistrict,6,527.4,0,,2011-01-31 22:58:48.676824,527.4
3697,1839,1580,,CodingBudgetDistrict,4,351.6,0,,2011-01-31 22:58:48.688899,351.6
3698,1839,1593,,CodingBudgetDistrict,35,3076.5,0,,2011-01-31 22:58:48.802439,3076.5
3699,1839,1594,,CodingBudgetDistrict,35,3076.5,0,,2011-01-31 22:58:48.81382,3076.5
3700,1839,1693,,CodingBudgetCostCategorization,100,8790,0,,2011-01-31 22:58:48.825884,8790
3709,1842,1484,,CodingBudget,100,50260,0,,2011-01-31 22:58:48.98097,50260
3716,1842,1714,,CodingBudgetCostCategorization,100,50260,0,,2011-01-31 22:58:48.994446,50260
